Stock Price,Total Debt,Cash,Revenues: Last yr,Invested Capital,Reinvestment Rate,ROE,ROC,Net Margin,Invested Capital,BV of Assets,Net Income,EBIT,EBITDA,FCFF,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,Trailing Revenues,Trailing Net Income,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital
0.02,0.6,0.1,5.8,1.14,0.2,-3.5,-0.57,-0.12,0.7,1.7,-0.7,-0.4,-0.2,-0.32,0.11,0.02,0.06,0.1,0.2,6.4,-0.6,0.12,0.18,2,0.67,0.75
22.95,36,9.6,,1.26,,0.04,,,74.4,385.9,1.8,,,,0.09,,0.02,0,0,0,2.3,0.01,0,0.54,0.35,0.43
0.25,1.1,4.2,1.5,2.15,0.03,-0.59,-1.16,-2.27,2.7,7.4,-3.4,-3.12,-2.92,-3.04,0.42,14,0.57,1,0.2,0.3,-1.9,0,0.05,0.12,0.11,0.16
48.87,45.8,185.8,383.6,5.34,-0.14,0.11,0.27,0.1,215.1,467.8,39.6,87.42,115.02,65.85,0.14,0.47,0.4,17.5,27.6,392.2,39.6,0.09,0.15,0.04,0.03,0.11
21.16,95.1,24.1,620,1.42,0,0.06,0.07,0.05,599.3,707.1,31.9,63.36,77.16,44.09,0.03,0.04,0.03,9.9,13.8,643.5,31.9,0.58,0.12,0.12,0.11,0.15
3.08,12.6,1.3,62,1.19,1.16,-0.19,-0.01,-0.02,17.7,33.8,-1.2,-0.2,1,0.03,0.06,0.02,0.04,0.9,1.2,62.5,-1.5,0.22,0.05,1.29,0.56,0.66
3.25,0,3.3,9.3,66,0,0.19,6.98,0.08,0.3,12.2,0.7,2.16,3.36,2.09,0.14,,0.27,0.8,1.2,0,0,0,0.54,0,0,0
61.98,3940,2808,20466,6.55,0.08,0.1,0.16,0.02,5064,15796,385,1291.4,1800.4,748.8,0.08,0.14,0.18,575,509,20397,385,0.05,0.16,0.12,0.11,0.5
77.88,30.5,2.9,111.2,2.16,0.66,0.27,0.15,0.08,59.4,83.6,8.4,9.11,11.31,3.13,0.02,0.02,0.03,1.6,2.2,142.6,64,0,0.11,0.3,0.23,0.5
0.35,0,0.3,0.1,30,-1.3,-0.75,-1.54,-3,0.1,0.4,-0.3,-0.15,-0.15,-0.35,0.09,,0.75,0.1,0,0,0,0,0.25,0,0,0
23.8,5.7,80.7,302,4,0.1,0.13,0.47,0.05,29.9,142,13.7,23.95,24.75,12.74,0.4,0.25,0.57,0.5,0.8,325.5,14.2,0.06,0.01,0.03,0.03,0.05
10.65,23,12.1,,1.78,,0.09,,,54.5,345,4.1,,,,0.11,,0.04,0,0,0,4.1,0,0,0.27,0.21,0.35
5.8,0,6.6,,,,-1.18,,,-0.4,7.4,-7.3,,,,0.07,,0.89,0.1,0,0,0,0,0.01,0,0,0
17.7,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
8.05,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
4.07,31,3.8,426.7,0.64,1.46,0.01,0.05,0,155.8,259.5,1.8,11.48,19.28,-3.38,0.04,0.01,0.01,22.8,7.8,406.8,1.8,0.02,0.27,0.43,0.3,0.19
37.81,50.3,155.8,,3.14,,0.13,,,359.1,4664.7,58.3,,,,0.12,,0.03,0,0,0,51,0.02,0,0.04,0.04,0.1
12.44,0,30.8,1260.6,0.86,0.04,0.12,0.17,0.03,268.1,477,34.9,68.45,86.05,43.03,0.12,0.02,0.06,17,17.6,1275.8,34.9,0.01,0.13,0,0,0
5.72,393.1,8.4,568.7,0.8,0.25,0.03,0.05,0.01,630.7,703.3,6.4,74.04,87.54,22.26,0.02,0.01,0.01,19.5,13.5,575,13.4,0.64,0.07,3.24,0.76,0.65
17.86,151.7,55.2,,1.99,,0.09,,,496.4,3104.2,36.7,,,,0.05,,0.02,0,0,0,55,0.07,0,0.17,0.15,0.28
6.61,165.2,133.9,28.6,0.87,0.39,0.11,0.07,0.28,102.5,242.1,8.1,7.16,8.16,4.38,0.6,4.26,0.55,0,1,31.4,4,0,0,2.85,0.74,0.7
14.12,1643.6,38.1,1168.8,1.29,-0.21,-0.07,0.11,-0.05,2365.6,2762.2,-56.8,264.15,439.45,319.31,0.01,0.03,0.01,90.5,175.3,1296.4,-63.8,0.09,0.68,1.13,0.53,0.68
1.5,22.5,2.3,414.9,0.51,-0.32,-0.66,0.13,-0.04,101.9,114.8,-16.6,13.11,18.81,17.28,0.04,0.01,0.02,1.9,5.7,398.4,-15.3,0.08,0.24,0.71,0.41,0.47
113.25,47,3,318,1.2,0.33,0.11,0.13,0.04,149.1,199.4,11.4,28.78,38.68,12.94,0.02,0.01,0.02,13.7,9.9,330.8,11.6,0.02,0.42,0.35,0.26,0.31
0.03,0.1,0,,1.57,,0,,,0.7,0.7,0,,,,0,,0,0,0,0,0,0,1,0.1,0.09,0.14
41.8,508.8,486.5,,0.93,,0.06,,,2361.8,23719.2,141.5,,,,0.18,,0.02,7.8,0,0,141.5,0,0,0.24,0.19,0.18
78.81,0.5,21,180.3,47.17,0.7,0.35,0.55,0.11,38.1,82,20.4,34.73,35.53,6.29,0.01,0.07,0.26,1.3,0.8,301.1,51.5,0.22,0.04,0,0,0.01
37.05,0,74.9,,3.95,,0.14,,,211.7,2627.1,41,,,,0.08,,0.03,0,0,0,46.2,0,0.01,0,0,0
9,0,25.2,7.9,1.13,0.44,-0.08,-0.1,-0.51,22.4,94.3,-4,-2.19,-1.19,-1.23,0.5,2.6,0.27,0.4,1,9.7,0.7,0.01,0.23,0,0,0
3.1,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
17.32,42.9,4.2,232.1,1.05,1.75,0.03,0.07,0.02,188.7,286.3,4.4,21.47,30.47,-10.6,0.02,0.01,0.01,5.9,9,283.5,7.4,0.1,0.23,0.27,0.21,0.22
0.56,8.6,28.6,29.3,1.95,0.53,-0.22,0.21,-0.43,57,107.5,-12.7,12.12,22.82,5.72,0.2,0.86,0.27,17.8,10.7,33.4,9.8,0,0.65,0.07,0.06,0.13
37.7,96.3,9.2,798.5,3.24,-0.46,0.2,0.29,0.07,361.7,573.8,55.1,164.41,236.21,150.23,0.01,0.01,0.02,28.9,71.8,884.8,55.1,0.44,0.18,0.09,0.08,0.26
51.55,1295.4,1612.1,5015.2,4.86,0.04,0.28,0.31,0.18,2901.8,5483.3,889.8,1387.2,1601.3,855.22,0.1,0.31,0.29,213.6,214.1,5220.7,889.8,0.01,0.19,0.09,0.08,0.29
26.5,100.6,114.2,,1.4,,0.08,,,574.3,2718.1,46.9,,,,0.12,,0.04,1.3,0,0,54.7,0,0.01,0.12,0.11,0.15
19.1,298.5,50.7,,1.54,,0.14,,,518.3,3024.5,38.6,,,,0.06,,0.02,0,0,0,39.2,0.01,0,0.54,0.35,0.52
17.98,0,4.7,,1.66,,0.11,,,39.6,718.2,4.8,,,,0.07,,0.01,0,0,0,0,0,0.01,0,0,0
97.84,333.9,291.2,3030.9,5.85,0.17,0.22,0.3,0.08,1103.6,2187.2,232.9,469.49,588.19,268.95,0.04,0.09,0.13,172.3,118.7,3093.8,232.9,0.16,0.22,0.05,0.05,0.24
4.85,2.4,100.6,248.3,22.05,-0.5,0.11,2.5,0.05,12.4,242.4,12,32.48,55.78,46.51,0.27,0.37,0.42,6.3,23.3,268.9,13.3,0.03,0.08,0.01,0.01,0.02
13.08,612.7,266.7,1265.2,1.66,-0.96,-0.18,-0.01,-0.43,3341.6,4556.7,-544,-42.64,74.86,-83.57,0.05,0.17,0.06,133.1,117.5,1591.3,-531.7,0.01,0.72,0.12,0.11,0.17
0.95,20.6,0.7,89.4,0.6,-0.36,0.01,0.12,0,43.3,43.1,0.1,5.15,9.25,7.03,0.03,0.01,0.02,2,4.1,90.4,-3.7,0,0.31,3.32,0.77,0.75
71.4,5152.9,489,4548.3,2.63,0.22,0.17,0.11,0.07,6699.1,8585.6,341,1149.81,1477.01,573.25,0.03,0.08,0.06,654.2,327.2,6247.2,341,0.26,0.55,0.4,0.28,0.72
16.59,84.8,13.2,,1.29,,0.16,,,124.3,1081.3,8.3,,,,0.08,,0.01,0,0,0,8.4,0,0.01,0.95,0.49,0.62
13.9,0,0,,,,,,,0,0,0,,,,0,0,,0,0,19.1,0,,,0,0,
43.09,405.6,377.6,3000.6,3.97,0.01,0.14,0.18,0.07,1467.1,2457.4,202.2,392.48,463.88,262.35,0.06,0.13,0.15,75,71.4,3000.6,202.2,0.27,0.13,0.07,0.07,0.22
4.31,0,36.5,197,1.5,0.3,0.02,0.05,0.02,156,242.4,4.5,17.53,24.93,5.81,0.14,0.18,0.15,9.4,7.4,206.6,4.9,0.47,0.05,0,0,0
26.1,26.3,38.5,731.5,2.6,0.94,0.24,0.28,0.09,261.4,423.9,65.5,109.43,114.33,4.63,0.05,0.04,0.09,9.7,4.9,933.1,59.5,0,0.13,0.04,0.04,0.09
67.51,625.8,94.1,2502.1,2.31,0.17,0.12,0.2,0.05,1445.9,2389.8,113.5,399.08,583.48,237.53,0.03,0.03,0.04,204.2,184.4,2744.6,113.5,0.18,0.39,0.22,0.18,0.41
4.45,0,3.9,133.8,1.61,0.49,0.13,0.17,0.04,34.5,48.6,5.1,8.66,9.76,2.97,0.07,0.03,0.08,1.9,1.1,143.3,6.2,0,0.1,0,0,0
26.39,10,38.8,1030.5,4.02,0.08,0.17,0.21,0.09,543,828.4,97.6,194.04,222.84,106.77,0.02,0.03,0.05,35.1,28.8,1111.5,97.6,0.56,0.14,0,0,0.02
85.82,4308,1148,,1.65,,0.15,,,17398,259735,2115,,,,0.04,,0,180,0,0,2115,0,0,0.17,0.14,0.23
7.8,102.1,2.4,588.9,1.22,-0.08,0.07,0.08,0.03,321.5,448.5,15.9,40.99,49.59,27.14,0.01,0,0.01,4.2,8.6,595.7,22,0.22,0.06,0.35,0.26,0.32
0.15,10,6.1,3.7,0.82,-0.11,-2.05,-1.14,-2.16,7.8,14.9,-8,-8.91,-8.91,-9.91,0.49,1.79,0.41,1.4,0,3.4,-17,0,0.15,4,0.8,0.72
4.45,16.5,13.9,92.6,1.22,-0.83,0.02,0.06,0.02,107,139.9,2.3,10.46,16.56,11.76,0.1,0.16,0.1,3,6.1,86,-12.4,0.5,0.05,0.13,0.11,0.14
8.88,11.8,84.6,186.1,1.5,0.1,0.15,0.46,0.19,170.4,367.5,35.9,131.52,167.52,70.21,0.25,0.35,0.23,39.1,36,238.4,54.7,0,0.51,0.04,0.03,0.05
0.69,1.8,0,43.1,0.55,0.72,0.27,0.18,0.03,7.8,12.8,1.4,1.44,2.14,0.41,0,0,0,0.3,0.7,63,0,0.03,0.18,0.72,0.42,0.26
20.14,644.8,725,2997.5,2.26,-0.18,0.13,0.23,0.07,1559.5,3240.7,218,464.91,611.11,416.78,0.17,0.24,0.22,79.2,146.2,3074.9,218.4,0.34,0.06,0.18,0.15,0.28
5.48,39.8,9.5,542,0.73,2.23,0.06,0.15,0.01,120.1,254.1,5.8,30.57,49.77,-22.37,0.1,0.02,0.04,59.9,19.2,539.5,3.6,0,0.31,0.69,0.41,0.31
0.06,6.1,1,35.8,0.64,0.42,0.17,0.2,0.01,8.1,31.1,0.5,2.54,3.84,0.94,0.16,0.03,0.03,0.6,1.3,39.6,-0.3,0,0.2,127.08,0.99,0.67
4.98,0,8.7,65.3,6.32,0.42,0.17,0.47,0.04,5.6,32.1,2.5,3.19,3.39,1.53,0.2,0.11,0.27,0.2,0.2,79.7,2.7,0,0.02,0,0,0
4.24,0,0,,,,,,,0,0,0,,,,,0,,0,0,1980.9,0,,,,,
12.9,64.5,15.1,784.2,1.04,1,0.08,0.1,0.03,323.4,457.6,22.8,49.48,68.58,0.09,0.04,0.02,0.03,45.3,19.1,818.8,22.8,0,0.45,0.22,0.18,0.19
12.76,78.9,31.6,751,1.11,-3.42,0.1,0.12,0.03,300,433.2,24.3,57.68,74.88,159.76,0.09,,0.07,27.9,17.2,0,0,0,0.4,0.28,0.22,0.24
3.95,0,2.2,,,,,,,-63.5,2.8,-7.3,,,,0.02,0.01,0.79,0,0,224.1,5.8,0,0,0,0,
25.9,1255.3,132.1,1924.1,1.34,0.35,0.09,0.09,0.06,2402.9,9610.6,109.6,412.53,554.03,145.58,0.04,0.07,0.01,214.7,141.5,2020.1,109.6,0.01,0.25,0.6,0.37,0.5
14.67,113,6.8,241.2,1.55,0.9,0.07,0.09,0.01,152.4,217,3.1,29.19,39.99,1.27,0.03,0.03,0.03,18.3,10.8,264,0.7,0.19,0.32,0.87,0.46,0.72
13.99,0,11.2,115.3,2.14,0.26,0.11,0.17,0.07,61,87.7,8.1,16.04,20.54,7.63,0.08,0.09,0.13,5.9,4.5,129.2,7.9,0.03,0.35,0,0,0
50.48,10530,129,23502,2.26,0.13,0.28,0.16,0.05,14808,21465,1246,3715.67,4965.67,2045.29,0,0.01,0.01,1513,1250,23984,1246,0.12,0.53,0.46,0.31,0.7
29.65,0,799.9,,4.49,,0.12,,,523.8,5933.4,155.7,,,,0.25,,0.13,0,0,0,155.7,0,0.04,0,0,0
3.15,242.7,59.6,467,0.78,0.33,-0.17,0.08,-0.08,400,587.5,-36.9,31.52,50.82,21.15,0.16,0.12,0.1,23.2,19.3,479.8,-1,0.03,0.14,1.91,0.66,0.53
35.43,972.5,27.6,529.1,1.94,0.66,0.18,0.06,0.11,1253.1,1540.8,55.9,120.37,137.47,25,0.01,0.03,0.02,14,17.1,895.7,55.9,0.72,0.1,0.65,0.4,0.76
0.04,0,0,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,0,0,
25.49,0,0,,,,,,,0,0,0,,,,0,0,,0,0,452.8,143.6,,,0,0,
33.89,0,0,,,,,,,0,0,0,,,,,0,,0,0,278.9,0,,,,,
2.63,1.6,0.2,52.5,2.2,-0.29,0.13,0.19,0.03,15.9,20.9,1.7,4.67,5.77,3.89,0.01,0,0.01,0.1,1.1,54.2,0,0.49,0.01,0.05,0.05,0.11
6.32,0,6.2,14.5,,-0.9,0.5,-0.73,0.12,-2.6,12.9,1.8,1.9,2,3.61,0.04,0.32,0.48,0.3,0.1,19.1,3.9,0.24,0.03,0,0,0
21.95,935.2,112.9,3205.9,2.25,0.28,0.16,0.17,0.1,2800.3,3507.3,325.1,748.9,883.8,335.26,0.02,0.03,0.03,201.7,134.9,3579.5,332.5,0.21,0.48,0.17,0.15,0.32
51.49,397.8,1782.1,11646.4,,-0.1,0.16,-2.39,0.02,-111.4,3653.2,206.6,411.12,455.42,293.24,0.29,0.15,0.49,37.9,44.3,11858.1,212.9,0.2,0.05,0.07,0.06,0.24
1.23,2.6,3.9,16.2,0.4,0.74,-0.47,-0.21,-0.37,14.6,20.7,-6,-3.12,-0.52,-0.82,0.4,0.24,0.19,0.3,2.6,16,-3.7,0.55,0.05,0.37,0.27,0.17
0.56,0.3,0,0.1,20,-0.67,,-1.5,-3,0.2,0.4,-0.3,-0.3,-0.3,-0.5,0,,0,0,0,0,-0.6,1,0,0.08,0.08,
33.12,0,0,,,,,,,0,0,0,,,,0,0,,0,0,282.2,0,,,0,0,
20.71,0,74.8,442.6,8.66,0.18,0.11,0.26,0.03,56.7,167,14.7,24.21,26.11,12.37,0.13,0.16,0.45,2.4,1.9,461.5,17.9,0,0.03,0,0,0
0.32,0.1,17,5.2,,0.1,-1.1,-3.41,-4.67,5.1,23.9,-24.3,-17.39,-15.49,-15.66,7.08,3.86,0.71,0.4,1.9,4.4,-9.5,0.07,0.08,0.04,0.04,0
25.1,25.5,67.1,521.3,8.9,0.49,0.11,0.16,0.03,106,244.3,16.4,28.05,31.15,8.98,0.07,0.1,0.27,9.7,3.1,643,19.7,0.37,0.04,0.03,0.03,0.15
0.31,0,1.9,5.9,,12.48,-2,0.02,-0.07,-1.7,3.2,-0.4,-0.04,0.56,0.45,1.12,0.34,0.59,0,0.6,5.6,-0.9,0.13,0.03,0,0,0
4.9,3533,453.8,3753.8,2.51,-0.03,,0.62,-0.04,1969.8,4083,-153.2,1230.12,1429.62,1271.41,0.08,0.11,0.11,178.5,199.5,4311.3,0,0.24,0.34,1.9,0.66,
2.33,0,16.3,20.1,5.85,-0.75,-0.05,0.15,-0.05,5.4,28.6,-1,0.82,2.92,1.43,0.34,0.66,0.57,1.6,2.1,24.8,0.7,0.12,0.08,0,0,0
0,0,0.2,3.6,0.8,2.11,-0.74,-0.26,-0.56,2.5,5.2,-2,-0.64,0.76,0.71,0.09,0.06,0.04,0,1.4,3.5,-1.1,0.79,0.04,0,0,0
7.65,150.1,22,193.1,1.16,0.41,0,0.09,0,345.3,474.3,0.8,45.61,53.51,19.01,0.05,0.09,0.05,9.9,7.9,253.4,4.2,0.64,0.09,0.55,0.36,0.41
23.8,1016.2,92.2,779.9,1.17,-0.33,0.07,0.09,0.16,2700.4,3842.1,123.9,399,513.2,329,0.03,0.13,0.02,36.4,114.2,736,130,0.82,0.08,0.46,0.31,0.37
13.65,9.2,8.1,,1.46,,0.03,,,13.7,167.9,0.4,,,,0.29,,0.05,0,0,0,1.2,0,0,0.49,0.33,0.42
20.29,0,1.6,457.1,3.9,0.49,0.16,0.21,0.14,387.7,517,62.4,123.19,152.79,40.97,0,0,0,43.9,29.6,503.3,62.4,0,0.36,0,0,0
21.7,196.2,68.9,,1.59,,0.12,,,303.1,2629.1,20.3,,,,0.12,,0.03,0,0,0,21.3,0.02,0,0.55,0.36,0.53
0.18,0,13.1,,,,-0.04,,,41.5,49.2,-1.7,,,,1.41,,0.27,31,0.1,0,-12.4,0,0.73,0,0,0
0.99,0,0,,,,,,,0,0,0,,,,,0,,0,0,4.5,-4.3,,,,,
21.66,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
1.39,23.6,2.6,72.3,1.14,-0.51,-0.11,0.08,-0.04,52.7,59.3,-2.8,4.1,6.4,6.19,0.04,0.03,0.04,0.4,2.3,76.4,-0.6,0.76,0.06,0.6,0.38,0.49
4.06,0,80.8,130.8,4.17,0.59,-0.04,0.3,-0.05,98.7,279.4,-6.1,29.99,51.89,12.31,0.16,0.74,0.29,41.4,21.9,108.8,-21.8,0,0.41,0,0,0
28.3,60.5,20,31.6,1.59,-0.37,0.08,0.11,0.15,94.9,124.9,4.6,17.76,25.76,14.27,0.12,0.64,0.16,4.2,8,31.4,5.8,0.25,0.32,0.55,0.35,0.53
4.05,4.8,0.4,56.6,2.13,-0.5,-0.03,0.13,-0.01,19,27.7,-0.4,2.39,4.89,3.59,0.01,0.01,0.01,1.3,2.5,56.6,-0.4,0,0.25,0.13,0.12,0.26
20.46,32,4.3,176.5,2.12,0.98,0.06,0.07,0.07,249.2,333.2,12.2,28.29,33.39,0.39,0.01,0.02,0.01,3.8,5.1,226.6,16.9,0.57,0.11,0.06,0.06,0.13
25.92,18.2,0.2,215.7,2.51,0.51,0.07,0.11,0.08,265.4,364.3,17.4,39.39,46.19,13.59,0,0,0,5.7,6.8,269.6,22.7,0.59,0.11,0.03,0.03,0.07
32.05,0,222.8,375.4,,-0.3,0.12,-5.28,0.07,-6.7,421.3,26.2,40.88,54.08,45.83,0.37,0.57,0.53,6,13.2,392.3,26.2,0.13,0.07,0,0,0
33.71,4695.3,1083.7,8912.3,2.41,0,0.32,0.19,0.09,6214.3,10577.7,827.7,1606.89,1859.39,1161.27,0.07,0.12,0.1,240.7,252.5,9019.5,827.7,0.28,0.2,0.41,0.29,0.64
16.11,270,21.9,581.5,1.11,0.08,0.18,0.14,0.13,668.6,811.4,76.7,111.71,121.41,88.23,0.03,0.04,0.03,14.7,9.7,591.1,76.7,0.5,0.09,0.55,0.35,0.39
0.78,0,1.9,0.1,19.13,0.09,-1.15,-3.96,-31,0.8,2.9,-3.1,-3.17,-2.97,-2.87,0.11,9.5,0.66,0,0.2,0.2,-3.2,0.21,0.07,0,0,0
3.45,0,6.6,3.7,22.84,0.31,-0.71,-1.08,-1.97,3.7,11.4,-7.3,-3.99,-2.39,-2.75,0.07,2.64,0.58,0.4,1.6,2.5,0,0.19,0.12,0,0,0
10.48,4133,757.5,6190.5,1.11,0.06,0.11,0.18,0.08,7898.2,13132.2,518,2429.15,3575.05,1367.52,0.08,0.12,0.06,1225.3,1145.9,6465.4,454,0,0.66,0.77,0.43,0.48
61.87,200,65.3,620.9,3.18,0.3,0.04,0.09,0.06,1048.8,1406.8,36.1,166.65,261.05,69.56,0.02,0.08,0.05,89,94.4,800.8,36.1,0,0.71,0.06,0.06,0.18
1.53,1,2.1,26.8,2.83,-0.19,0.29,0.49,0.06,4.1,9.3,1.5,2.04,2.74,2.41,0.15,0.07,0.23,0.2,0.7,28.9,1.2,0,0.3,0.08,0.07,0.16
0.26,4.9,0.3,7.6,2.17,4.73,,-0.12,-0.17,3.6,5.3,-1.3,-0.42,-0.12,1.58,0.04,,0.06,0.9,0.3,0,0,0,0.19,1.53,0.6,
2.17,3.5,16.7,1.2,14.41,0.02,-0.58,-1.48,-9.67,6.9,25.2,-11.6,-10.2,-9.8,-10,0.14,13.92,0.66,0.2,0.4,1.2,-0.8,0.04,0.13,0.03,0.03,0.15
53.3,0,14,,1.48,,0.08,,,8.3,318.8,1.7,,,,0.53,,0.04,0,0,0,1.7,0,0.02,0,0,0
5.86,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
25.25,12.8,6.3,12,3.4,-0.02,0.25,0.19,0.28,20.2,29.1,3.4,6.35,6.55,3.91,0.08,0.58,0.22,0.1,0.2,10.8,0,0.72,0,0.21,0.17,0.48
19.09,0,12.6,535.9,3.48,0.3,0.15,0.19,0.14,504.6,814.2,75.5,148.87,178.67,65.59,0.01,0.02,0.02,58,29.8,535.9,75.5,0.24,0.3,0,0,0
1.35,1,0.6,,,,,,,-0.1,0.6,-1.4,,,,0.01,,1,0,0,0,0,0,0,0.01,0.01,
32.5,0,0,,,,,,,0,0,0,,,,,0,,0,0,1499.4,25.8,,,,,
11.31,1240,127,1997,2,-0.07,0.94,0.19,0.05,1210,2710,91.2,368.05,469.05,250.41,0.05,0.06,0.05,77,101,2077.6,91.2,0.26,0.26,0.95,0.49,0.93
28.41,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
14.65,0,8.9,,3.64,,0.13,,,4.4,145,1.7,,,,0.36,,0.06,0,0,0,0,0,0,0,0,0
21.5,71.5,33.6,,2.17,,0.09,,,136.5,1108.2,8.5,,,,0.1,,0.03,0,0,0,11.7,0,0,0.28,0.22,0.42
24.41,0,17.9,,2.89,,0.14,,,44.3,640.9,8.9,,,,0.12,,0.03,0,0,0,10.3,0.01,0,0,0,0
11.52,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
20.5,36.7,13.1,,2.47,,0.11,,,60.9,448,4.1,,,,0.08,,0.03,0,0,0,6.1,0.02,0,0.29,0.22,0.5
16.51,5.8,20.3,151.4,1.24,0.24,0.05,0.08,0.07,183.1,244.1,10.8,20.35,26.05,11.13,0.08,0.13,0.08,5.4,5.7,159.7,11,0.37,0.12,0.02,0.02,0.03
55.2,1312.9,54.8,4429.2,6.32,0.06,0.49,0.29,0.12,2347.4,3797.5,529.8,1091.8,1281.5,652.23,0,0.01,0.01,195.9,189.7,4751,529.8,0.16,0.44,0.1,0.09,0.55
1.32,12.2,5,67.7,7.6,0.01,-1.85,-0.26,-0.07,9.8,38.7,-4.8,-2.51,-0.81,-2.48,0.06,0.07,0.13,1.8,1.7,66.9,-3.5,0.05,0.2,0.18,0.15,0.82
28.01,220,312.7,2204.7,3.73,-0.1,0.15,0.28,0.06,766.6,1808,132.5,357.82,476.02,232.14,0.1,0.12,0.17,69.7,118.2,2694,136.7,0.26,0.13,0.07,0.07,0.2
28.64,7134,12974,79905,2.42,0.01,0.11,0.19,0.05,31724,76138,4067,7431.17,9826.17,5986.3,0.14,0.15,0.17,2126,2395,86696,4073.3,0.26,0.09,0.09,0.08,0.16
18.06,431.4,57.2,1074.5,2.55,-0.06,0.44,0.2,0.03,530.8,776.8,28.8,146.67,198.67,110.78,0.04,0.05,0.07,38.1,52,1154.9,15.7,0.1,0.37,0.44,0.31,0.87
19,27.8,18.2,,1.23,,0.1,,,63.2,897.9,5.2,,,,0.19,,0.02,0,0,0,4.5,0.01,0.01,0.41,0.29,0.34
21,26.3,4.5,,1.08,,0.05,,,45.4,253.5,1.2,,,,0.08,,0.02,0,0,0,2.1,0,0.02,0.96,0.49,0.53
5.61,0,44.4,46.4,2.54,2.52,-0.09,-0.12,-0.11,12.4,66.5,-5.2,-1.43,3.37,2.17,0.58,0.96,0.67,1.2,4.8,46.4,-5.3,0.18,0.03,0,0,0
28.48,0,58.3,377.5,12.27,0.29,0.19,0.43,0.07,71.7,202.1,25.1,49.34,59.24,22.12,0.06,0.14,0.29,12.7,9.9,426.5,31.9,0,0.16,0,0,0
4.85,0.8,2.3,9.7,0.62,-0.06,-0.19,-0.34,-0.16,7.1,10.4,-1.6,-2.41,-2.11,-2.54,0.34,0.23,0.22,0.2,0.3,10.2,-1.2,0,0.1,0.14,0.12,0.09
7.89,104.7,0.3,90.5,1.52,0.02,0.24,0.15,0.09,135.9,168.5,7.7,33.95,50.45,19.88,0,0,0,16.6,16.5,93.4,7.8,0.15,0.68,1.03,0.51,0.77
0.38,1.3,0,,,,,,,-0.4,2,-7.8,,,,0,0,0,0.1,0.2,0.1,-6.1,0,0.25,0.07,0.07,
22.5,0,5.5,,1.17,,0.11,,,12.2,187.4,1.9,,,,0.28,,0.03,0,0,0,1.5,0,0.03,0,0,0
9.1,8.6,0.5,269.5,0.71,0.11,0.1,0.09,0.04,147.9,167,11.5,18.62,22.12,12.35,0,0,0,7.4,3.5,257.1,8.7,0.26,0.16,0.09,0.08,0.07
31.5,31.6,11.8,,3.16,,0.12,,,59.1,567.1,4.7,,,,0.06,,0.02,0,0,0,3.5,0,0,0.19,0.16,0.45
28.42,0,0,,,,,,,0,0,0,,,,,0,,0,0,461.5,26.6,,,,,
36.81,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
38.5,281.6,210.5,619.6,2.53,-0.16,0.16,0.29,0.13,578.3,1278,81.4,287.56,310.06,196.16,0.13,0.31,0.16,8.8,22.5,669.7,52,0.59,0.02,0.2,0.17,0.36
49.32,371,180,1829,2.51,0.11,0.17,0.21,0.1,1287,1992,191.7,434.02,542.02,235.74,0.05,0.09,0.09,125,108,1915.7,191.3,0.28,0.11,0.12,0.11,0.25
24.08,3647,466,3020,2.03,-0.24,0.09,0.11,0.08,5749,8242,238,938.01,1268.01,768.97,0.04,0.14,0.06,178,330,3222,238,0.27,0.43,0.43,0.3,0.59
3.6,232.9,0,335.2,1.05,-0.2,0.13,0.1,0.02,293.9,397.7,8.2,49.81,60.51,34.96,0,0,0,5.9,10.7,332.2,1.7,0.11,0.33,3.02,0.75,0.79
38.8,0,20.8,,2.95,,0.13,,,20.1,484,5.4,,,,0.26,,0.04,0,0,0,6.1,0,0.01,0,0,0
0,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
1.21,1.4,6.4,43.6,0.62,-0.45,-0.15,-0.11,-0.05,9.1,26.6,-2.1,-1.02,-0.22,-1.48,0.53,0.13,0.24,0.2,0.8,50.2,0.3,0,0.07,0.13,0.12,0.09
2.8,0,0.7,16.1,1.48,-18.44,0.02,0.04,0.01,12.5,15.9,0.2,0.71,1.11,9.38,0.04,,0.04,0.5,0.4,0,0.2,0,0.16,0,0,0
67.4,23387.9,7993.3,84364.9,1.03,1.26,0.02,0.05,0.01,36963.1,90993,481.3,3847.04,5084.14,-427.99,0.17,0.1,0.09,3447.6,1237.1,83706,481.3,0,0.24,1.02,0.51,0.52
